error_type,word,gt_snippet,gt_index,whisper_snippet,whisper_index,score,dataset,folder
over,video,it was very good results so we we keep increasing the of that segment farmer says all that that alejandro,2831,was very good results so so we keep increasing the video of that segment regarding farmland sales all the disposals that,2894,77.14285714285715,combined_22,4469528
over,video,remind you that both audio and the slideshow may be access through companys investor relations website at wwwcresudcom ar by,32,remind you that bose audio is a part of the video and i and slideshow may be accessed through companies investor,43,80.61224489795919,combined_22,4469528
over,video,discussing and after the end of the discussion between src and the board we came up with this idea and,6785,end of the discussion ill see you in the next video and the board we came up with this idea and,6815,82.55813953488372,combined_22,4469669
over,video,in conclusion i would like to convey my personal conviction as chairman of the src that is ab it is,2838,would like to thank all of you for watching this video to convey my personal conviction as chairman of the src,2855,76.07361963190185,combined_22,4469669
over,video,37 1 billion yen was recorded up 20 1 billion yen from a year earlier page 9 free cash flow,5007,37 1 billion yen was recorded up 20 1 1 video again from my ear earlier page 9 free cash flow,5038,87.91208791208791,combined_22,4469669
over,video,partners we will expand our business across the full value chain likewise the infrastructure multiplied by digital domain offers us,3350,thank you for watching well see you in the next video bye likewise the infrastructure multiplied by digital domain offers us,3378,75.74468085106383,combined_22,4469669
over,video,to the future become a reality i would also like to add that kumagai the group ceo who has license,3214,also like to thank all of you for watching this video to add that kumagai the group ceo who has licensed,3318,72.5,combined_22,4470010
over,video,shape recovery will continue for finance i gave in the second quarter single circle but i decided to give double,341,thank you for watching ill see you in the next video for finance i gave in the second quarter single circle,363,74.73684210526315,combined_22,4470010
over,video,aim to grow together with small and start up companies low cost services are essential to activate the use of,2842,thanks for watching and ill see you in the next video low cost services are essential to activate the use of,2943,73.6318407960199,combined_22,4470010
over,video,in online advertising although affiliate advertising was strong sales fell below year over year due to a reactionary decline from,1987,in online advertising although affiliate advertising was strong sales mail video year over year due to reactionary design from stay at,2027,92.54901960784314,combined_22,4470010
